2024-03-08 17:48:38.591 [main] INFO  luonq.job.XxlJobConfig - >>>>>>>>>>> xxl-job config init.
2024-03-08 17:50:30.613 [xxl-job, JobThread-6-1709891430602] INFO  luonq.job.SyncDataToDBJob - syncDataToDB.job start
2024-03-08 17:50:30.614 [xxl-job, JobThread-6-1709891430602] INFO  luonq.data.WriteToDB - additionToDB begin
2024-03-08 17:51:09.479 [xxl-job, JobThread-6-1709891430602] INFO  luonq.data.WriteToDB - there is no date at [2024-03-07]
2024-03-08 17:51:09.482 [xxl-job, JobThread-6-1709891430602] INFO  luonq.data.WriteToDB - additionToDB end
2024-03-08 17:51:09.562 [xxl-job, JobThread-6-1709891430602] INFO  luonq.job.SyncDataToDBJob - syncDataToDB.job end
2024-03-08 17:52:05.267 [xxl-job, JobThread-3-1709891525262] INFO  luonq.job.GetDataJob - getTradeDataAndComputeIndicator.job start
2024-03-08 17:52:05.268 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - GetHistoricalDaily.getData start
2024-03-08 17:52:50.865 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - GetHistoricalDaily.getData end. cost: 45s

2024-03-08 17:52:50.880 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - MergeKline.merge start
2024-03-08 17:53:34.288 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - MergeKline.merge end. cost: 43s

2024-03-08 17:53:34.290 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - BollingerForYear.calculate start
2024-03-08 17:53:40.201 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - BollingerForYear.calculate end. cost: 5s

2024-03-08 17:53:40.203 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - MergeBollingerForYear.calculate start
2024-03-08 17:54:25.337 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - MergeBollingerForYear.calculate end. cost: 45s

2024-03-08 17:54:25.340 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - GetHistoricalTrade.getData start
2024-03-08 17:55:23.796 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - GetHistoricalTrade.getData end. cost: 58s

2024-03-08 17:55:23.807 [xxl-job, JobThread-3-1709891525262] INFO  luonq.stock.Processor - GetHistoricalOpenFirstTrade.getData start
2024-03-08 17:55:25.596 [pool-4-thread-8] WARN  l.p.GetHistoricalOpenFirstTrade - OCFCP no data
2024-03-08 17:55:25.845 [pool-4-thread-8] WARN  l.p.GetHistoricalOpenFirstTrade - OCFCP no data
2024-03-08 17:55:26.064 [pool-4-thread-8] WARN  l.p.GetHistoricalOpenFirstTrade - OCFCP no data
2024-03-08 17:55:26.284 [pool-4-thread-8] WARN  l.p.GetHistoricalOpenFirstTrade - OCFCP no data
